Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
17/03/2021,Sikkim,54631,7400,41,46124,8507,25843,20276,5,0,54631,,182,,,,14936,10988,20190,,,,46124
18/03/2021,Sikkim,57312,7110,39,48290,9022,26911,21374,5,0,57312,,184,,,,15049,11515,21716,,,,48290
19/03/2021,Sikkim,59889,5210,28,50370,9519,27973,22392,5,0,59889,,185,,,,15146,12090,23123,,,,50370
20/03/2021,Sikkim,61649,3850,21,51788,9861,28737,23046,5,0,61649,,185,,,,15218,12395,24164,,,,51788
21/03/2021,Sikkim,61716,0,0,51854,9862,28778,23071,5,0,61716,,185,,,,15216,12408,24219,,,,51854
22/03/2021,Sikkim,64495,5200,28,53523,10972,29656,23862,5,0,64495,,187,,,,15323,12774,25414,,,,53523
23/03/2021,Sikkim,67281,5550,31,55534,11747,30675,24854,5,0,67281,,187,,,,15419,13174,26929,,,,55534
24/03/2021,Sikkim,69288,4800,29,57257,12031,31566,25686,5,0,69288,,189,,,,15567,13545,28133,,,,57257
25/03/2021,Sikkim,71024,5250,29,58846,12178,32379,26461,6,0,71024,,190,,,,15669,13940,29224,,,,58846
26/03/2021,Sikkim,72788,5250,28,60509,12279,33221,27282,6,0,72788,,190,,,,15790,14440,30266,,,,60509
27/03/2021,Sikkim,72814,500,3,60535,12279,33236,27293,6,0,72814,,190,,,,15785,14460,30277,,,,60535
28/03/2021,Sikkim,72815,1050,5,60536,12279,33237,27293,6,0,72815,,191,,,,15785,14460,30278,,,,60536
29/03/2021,Sikkim,72815,950,6,60536,12279,33237,27293,6,0,72815,,192,,,,15785,14460,30278,,,,60536
30/03/2021,Sikkim,73752,3420,21,61317,12435,33654,27657,6,0,73752,,192,,,,15845,14646,30813,,,,61317
31/03/2021,Sikkim,74191,4600,21,61697,12494,33864,27827,6,0,74191,,192,,,,15887,14757,31040,,,,61697
01/04/2021,Sikkim,77314,6890,36,64678,12636,35319,29352,7,0,77314,,194,,,,15918,17303,31443,,,,64678
02/04/2021,Sikkim,78293,1200,4,65631,12662,35798,29826,7,0,78293,,195,,,,15922,18133,31562,,,,65631
03/04/2021,Sikkim,78880,1700,9,66218,12662,36108,30103,7,0,78880,,195,,,,15908,18653,31643,,,,66218
04/04/2021,Sikkim,79192,800,3,66530,12662,36263,30260,7,0,79192,,195,,,,15901,18956,31659,,,,66530
05/04/2021,Sikkim,82059,6990,38,69217,12842,37475,31734,8,0,82059,,195,,,,15779,21239,32185,,,,69217
06/04/2021,Sikkim,85747,9450,54,72723,13024,39241,33474,8,0,85747,,196,,,,15761,24257,32690,,,,72723
07/04/2021,Sikkim,94426,10270,55,80892,13534,43424,37458,10,0,94426,,198,,,,15636,31228,34013,,,,80892
08/04/2021,Sikkim,104473,12950,72,90081,14392,48224,41846,11,0,104473,,198,,,,15613,38882,35571,,,,90081
09/04/2021,Sikkim,112414,11950,68,97386,15028,52111,45263,12,0,112414,,200,,,,15598,45008,36765,,,,97386
10/04/2021,Sikkim,115201,8100,40,99963,15238,53501,46450,12,0,115201,,201,,,,15609,47139,37200,,,,99963
11/04/2021,Sikkim,117171,5880,28,101795,15376,54514,47269,12,0,117171,,202,,,,15607,48675,37498,,,,101795
12/04/2021,Sikkim,125831,13380,70,109886,15945,58712,51160,14,0,125831,,205,,,,15719,54937,39215,,,,109886
13/04/2021,Sikkim,135455,12850,72,118962,16493,63554,55393,15,0,135455,,208,,,,15689,62133,41125,,,,118962
14/04/2021,Sikkim,141777,12660,71,124532,17245,66641,57875,16,0,141777,,208,,,,15680,66445,42392,,,,124532
15/04/2021,Sikkim,148555,13810,76,130118,18437,69669,60433,16,0,148555,,208,,,,15776,70727,43600,,,,130118
16/04/2021,Sikkim,155241,13050,75,135490,19751,72614,62859,17,0,155241,,208,,,,15874,74784,44817,,,,135490
17/04/2021,Sikkim,160123,9100,50,139394,20729,74811,64566,17,0,160123,,208,,,,15926,77799,45654,,,,139394
18/04/2021,Sikkim,161058,5750,31,140119,20939,75242,64859,18,0,161058,,208,,,,15927,78345,45832,,,,140119
19/04/2021,Sikkim,166609,12350,67,143952,22657,77319,66615,18,0,166609,,208,,,,16036,81043,46858,,,,143952
20/04/2021,Sikkim,171123,13050,66,146868,24255,78909,67938,21,0,171123,,210,,,,16097,83025,47731,,,,146868
21/04/2021,Sikkim,172465,8350,41,147787,24678,79409,68357,21,0,172465,,211,,,,16127,83722,47923,,,,147787
22/04/2021,Sikkim,177162,13650,74,149886,27276,80504,69361,21,0,177162,,212,,,,16153,85112,48606,,,,149886
23/04/2021,Sikkim,182621,12450,68,152278,30343,81780,70477,21,0,182621,,213,,,,16181,86446,49638,,,,152278
24/04/2021,Sikkim,185449,10400,53,153579,31870,82518,71040,21,0,185449,,214,,,,16237,87240,50089,,,,153579
25/04/2021,Sikkim,185895,4200,21,153939,31956,82716,71202,21,0,185895,,214,,,,16244,87486,50196,,,,153939
26/04/2021,Sikkim,189953,12000,63,155696,34257,83649,72026,21,0,189953,,214,,,,16284,88578,50821,,,,155696
27/04/2021,Sikkim,193834,11380,62,157168,36666,84481,72666,21,0,193834,,215,,,,19796,86030,51329,,,,157168
28/04/2021,Sikkim,196919,10400,56,158440,38479,85196,73223,21,0,196919,,216,,,,19907,86771,51749,,,,158440
29/04/2021,Sikkim,200586,11500,57,159827,40759,85982,73824,21,0,200586,,216,,,,19933,87558,52324,,,,159827
30/04/2021,Sikkim,203966,10900,55,161083,42883,86706,74356,21,0,203966,,217,,,,19974,88292,52804,,,,161083
01/05/2021,Sikkim,204960,4900,28,161364,43596,86858,74485,21,0,204960,,217,,,,19985,88476,52890,,,,161364
02/05/2021,Sikkim,204990,2900,15,161376,43614,86866,74489,21,0,204990,,217,,,,19975,88498,52894,,,,161376
03/05/2021,Sikkim,207754,8500,52,162016,45738,87204,74791,21,0,207754,,217,,,,20022,88803,53182,,,,162016
04/05/2021,Sikkim,210281,8500,56,162666,47615,87549,75096,21,0,210281,,217,,,,20052,89208,53397,,,,162666
05/05/2021,Sikkim,212688,10700,63,163194,49494,87847,75326,21,0,212688,,217,,,,20110,89444,53631,,,,163194
06/05/2021,Sikkim,215456,12050,72,164073,51383,88344,75708,21,0,215456,,217,,,,20176,89974,53914,,,,164073
07/05/2021,Sikkim,218368,11100,68,164598,53770,88646,75931,21,0,218368,,217,,,,20250,90185,54154,,,,164598
08/05/2021,Sikkim,219141,6100,37,164772,54369,88741,76010,21,0,219141,,217,,,,20246,90285,54232,,,,164772
09/05/2021,Sikkim,219312,900,6,164805,54507,88758,76026,21,0,219312,,217,,,,20245,90311,54240,,,,164805
10/05/2021,Sikkim,221248,10000,57,165201,56047,88980,76199,22,0,221248,,217,,,,20332,90489,54370,,,,165201
11/05/2021,Sikkim,222448,9100,55,165440,57008,89096,76322,22,0,222448,,217,,,,20349,90639,54441,,,,165440
12/05/2021,Sikkim,223154,9500,52,165669,57485,89228,76419,22,0,223154,,217,,,,20388,90748,54522,,,,165669
13/05/2021,Sikkim,224984,11100,60,165948,59036,89398,76528,22,0,224984,,217,,,,20459,90900,54577,,,,165948
14/05/2021,Sikkim,225702,9100,54,166119,59583,89488,76609,22,0,225702,,217,,,,20471,91018,54618,,,,166119
15/05/2021,Sikkim,225794,8200,48,166200,59594,89534,76644,22,0,225794,,217,,,,20472,91079,54636,,,,166200
16/05/2021,Sikkim,226156,1870,11,166562,59594,89701,76839,22,0,226156,,217,,,,20823,91086,54640,,,,166562
17/05/2021,Sikkim,226891,9759,56,167276,59615,90080,77174,22,0,226891,,217,,,,21364,91206,54693,,,,167276
18/05/2021,Sikkim,227622,6004,39,168003,59619,90466,77515,22,0,227622,,217,,,,21966,91281,54743,,,,168003
19/05/2021,Sikkim,229107,6391,32,169488,59619,91303,78163,22,0,229107,,217,,,,23184,91460,54831,,,,169488
20/05/2021,Sikkim,230980,8359,49,171357,59623,92359,78976,22,0,230980,,217,,,,24697,91662,54985,,,,171357
21/05/2021,Sikkim,232718,12158,64,173083,59635,93293,79766,24,0,232718,0,217,,,,26139,91832,55099,,,,173083
22/05/2021,Sikkim,234303,5947,32,174666,59637,94145,80496,25,0,234303,0,217,,,,27557,91944,55152,,,,174666
23/05/2021,Sikkim,234303,1900,10,174666,59637,94145,80496,25,0,234303,0,217,,,,27557,91944,55152,,,,174666
24/05/2021,Sikkim,235593,8943,46,175956,59637,94852,81078,26,0,235593,0,217,,,,28697,92041,55205,,,,175956
25/05/2021,Sikkim,236874,10354,55,177233,59641,95576,81631,26,0,236874,0,217,,,,29776,92180,55264,,,,177233
26/05/2021,Sikkim,237959,7243,39,178318,59641,96163,82129,26,0,237959,0,219,,,,30847,92192,55266,,,,178318
27/05/2021,Sikkim,238715,7597,37,179072,59643,96551,82494,27,0,238715,0,219,,,,31509,92267,55283,,,,179072
28/05/2021,Sikkim,238828,8140,38,179180,59648,96612,82541,27,0,238828,0,219,,,,31574,92298,55295,,,,179180
29/05/2021,Sikkim,238891,3364,14,179238,59653,96647,82564,27,0,238891,0,219,,,,31609,92315,55301,,,,179238
30/05/2021,Sikkim,238891,0,0,179238,59653,96647,82564,27,0,238891,0,219,,,,31609,92315,55301,,,,179238
31/05/2021,Sikkim,238983,2260,14,179322,59661,96695,82600,27,0,238983,0,219,,,,31639,92344,55326,,,,179322
01/06/2021,Sikkim,239043,1913,11,179370,59673,96724,82619,27,0,239043,0,219,,,,31663,92355,55339,,,,179370
02/06/2021,Sikkim,239174,2495,16,179483,59691,96766,82690,27,0,239174,0,219,,,,31745,92382,55343,,,,179483
03/06/2021,Sikkim,239355,2340,15,179658,59697,96843,82788,27,0,239355,0,219,,,,31842,92439,55363,,,,179658
04/06/2021,Sikkim,239548,2355,18,179835,59713,96897,82911,27,0,239548,0,219,,,,31970,92473,55378,,,,179835
05/06/2021,Sikkim,239628,1940,11,179914,59714,96905,82982,27,0,239628,0,219,,,,32044,92476,55380,,,,179914
06/06/2021,Sikkim,239779,200,1,180065,59714,96907,83131,27,0,239779,0,219,,,,32195,92476,55380,,,,180065
07/06/2021,Sikkim,240036,2505,17,180310,59726,96981,83302,27,0,240036,0,219,,,,32388,92520,55388,,,,180310
08/06/2021,Sikkim,240711,2616,16,180973,59738,97299,83647,27,0,240711,0,219,,,,32842,92659,55458,,,,180973
09/06/2021,Sikkim,244354,8770,28,184590,59764,99330,85232,28,0,244354,0,219,,,,36283,92781,55509,,,,184590
10/06/2021,Sikkim,252346,15915,57,192568,59778,103898,88636,34,0,252346,0,219,,,,43814,93070,55663,,,,192568
11/06/2021,Sikkim,264968,19522,72,205177,59791,110947,94188,42,0,264968,0,221,,,,56118,93279,55752,,,,205177
12/06/2021,Sikkim,273389,15396,46,213590,59799,115660,97879,51,0,273389,0,221,,,,64371,93384,55796,,,,213590
13/06/2021,Sikkim,273567,350,1,213768,59799,115754,97963,51,0,273567,0,221,,,,64549,93384,55796,,,,213768
14/06/2021,Sikkim,286462,21416,70,226626,59836,122680,103888,58,0,286462,0,221,,,,77086,93614,55870,,,,226626
15/06/2021,Sikkim,302373,23580,71,242535,59838,131506,110967,62,0,302373,0,222,,,,92818,93725,55915,,,,242535
16/06/2021,Sikkim,317335,25154,75,257485,59850,139687,117729,69,0,317335,0,222,,,,107576,93852,55961,,,,257485
17/06/2021,Sikkim,331827,24846,79,271946,59881,147307,124561,78,0,331827,0,225,,,,121783,94008,56026,,,,271946
18/06/2021,Sikkim,347391,28403,89,287492,59899,155746,131662,84,0,347391,0,226,,,,136980,94236,56125,,,,287492
19/06/2021,Sikkim,358633,21991,52,298722,59911,161842,136789,91,0,358633,0,226,,,,148091,94319,56152,,,,298722
20/06/2021,Sikkim,359435,1800,5,299524,59911,162455,136978,91,0,359435,0,226,,,,148893,94319,56152,,,,299524
21/06/2021,Sikkim,371403,27234,70,311460,59943,168528,142827,105,0,371403,0,228,,,,160640,94458,56183,,,,311460
22/06/2021,Sikkim,385331,25489,68,325348,59983,175543,149691,114,0,385331,0,234,,,,174320,94592,56209,,,,325348
23/06/2021,Sikkim,397182,21544,60,337151,60031,181946,155088,117,0,397182,0,235,,,,185716,94884,56305,,,,337151
24/06/2021,Sikkim,409995,21919,57,349190,60805,188333,160732,125,0,409995,0,243,,,,197290,95216,56412,,,,349190
25/06/2021,Sikkim,423563,24674,65,362037,61526,228286,195144,133,0,423563,0,253,226797,110328,86438,,,,,,,
26/06/2021,Sikkim,433131,16726,37,371534,61597,233787,199203,141,0,433131,0,260,236169,110488,86474,,,,,,,
27/06/2021,Sikkim,433136,707,5,371539,61597,233788,199207,141,0,433136,0,260,236174,110488,86474,,,,,,,
28/06/2021,Sikkim,448770,29538,64,384196,64574,241853,206767,150,0,448770,0,265,248502,113348,86920,,,,,,,
29/06/2021,Sikkim,462454,30074,63,394505,67949,249158,213144,152,0,462454,0,265,258336,116614,87504,,,,,,,
30/06/2021,Sikkim,473810,24535,62,401506,72304,255410,218239,161,0,473810,0,267,264833,120599,88378,,,,,,,
01/07/2021,Sikkim,483470,22663,47,407286,76184,260810,222495,165,0,483470,0,272,270383,124072,89015,,,,,,,
02/07/2021,Sikkim,493534,23059,50,411724,81810,266270,227099,165,0,493534,0,272,274297,129100,90137,,,,,,,
03/07/2021,Sikkim,501578,18392,42,416397,85181,270842,230568,168,0,501578,0,275,278654,132201,90723,,,,,,,
04/07/2021,Sikkim,501580,660,4,416397,85183,270843,230569,168,0,501580,0,277,278654,132203,90723,,,,,,,
05/07/2021,Sikkim,515248,25446,63,423054,92194,278130,236946,172,0,515248,0,277,284776,138281,92191,,,,,,,
06/07/2021,Sikkim,527470,24954,52,428512,98958,285139,242156,175,0,527470,0,279,289548,144231,93691,,,,,,,
07/07/2021,Sikkim,537467,20480,50,432987,104480,290857,246433,177,0,537467,0,279,293708,148852,94907,,,,,,,
08/07/2021,Sikkim,546775,20059,48,436734,110041,295983,250611,181,0,546775,0,280,297155,153561,96059,,,,,,,
09/07/2021,Sikkim,556100,22891,49,440417,115683,301182,254736,182,0,556100,0,281,300569,158257,97274,,,,,,,
10/07/2021,Sikkim,560587,10981,28,442125,118462,303710,256694,183,0,560587,0,281,302122,160599,97866,,,,,,,
11/07/2021,Sikkim,560587,300,2,442125,118462,303710,256694,183,0,560587,0,281,302122,160599,97866,,,,,,,
12/07/2021,Sikkim,570245,22871,47,445999,124246,309179,260877,189,0,570245,0,281,305618,165302,99325,,,,,,,
13/07/2021,Sikkim,572209,3280,8,447174,125035,310338,261681,190,0,572209,0,282,306727,165986,99496,,,,,,,
14/07/2021,Sikkim,576624,3451,9,451037,125587,312610,263822,192,0,576624,0,282,307795,168500,100329,,,,,,,
15/07/2021,Sikkim,586083,27310,59,455475,130608,317996,267894,193,0,586083,0,283,312070,172609,101404,,,,,,,
16/07/2021,Sikkim,595976,30465,67,461643,134333,323401,272380,195,0,595976,0,283,317719,175774,102483,,,,,,,
17/07/2021,Sikkim,600482,13422,31,464383,136099,325896,274385,201,0,600482,0,284,320295,177216,102971,,,,,,,
18/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
19/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
20/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
21/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
22/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
23/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
24/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
25/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
26/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
27/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
28/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
29/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
30/07/2021,Sikkim,,,,,,,,,,,,,,,,,,,,,,
16/01/2021,Tamil Nadu,1167,191,149,1167,0,622,545,0,6,1161,,,,,,,,,,,,1167
17/01/2021,Tamil Nadu,1745,257,176,1745,0,986,759,0,29,1716,,,,,,,,,,,,1745
18/01/2021,Tamil Nadu,2861,347,201,2861,0,1623,1238,0,42,2819,,,,,,,,,,,,2861
19/01/2021,Tamil Nadu,6154,483,239,6154,0,3106,3047,1,111,6043,,,,,,,,,,,,6154
20/01/2021,Tamil Nadu,9060,695,301,9060,0,4415,4644,1,144,8916,,,,,,,,,,,,9060
21/01/2021,Tamil Nadu,15654,915,353,15654,0,7117,8535,2,227,15427,,,,,,,,,,,,15654
22/01/2021,Tamil Nadu,23659,1116,385,23659,0,10156,13501,2,355,23304,,,,,,,,,,,,23659
23/01/2021,Tamil Nadu,31127,1302,412,31127,0,12969,18156,2,510,30617,,,,,,,,,,,,31127
24/01/2021,Tamil Nadu,35144,1498,437,35144,0,14515,20627,2,591,34553,,,,,,,,,,,,35144
25/01/2021,Tamil Nadu,41396,1805,511,41396,0,16981,24413,2,740,40656,,,,,,,,,,,,41396
26/01/2021,Tamil Nadu,46310,2135,600,46310,0,18840,27468,2,896,45414,,,,,,,,,,,,46310
27/01/2021,Tamil Nadu,54195,2558,697,54195,0,21749,32443,3,1085,53110,,,,,,,,,,,,54195
28/01/2021,Tamil Nadu,61290,2911,774,61290,0,24459,36828,3,1247,60043,,,,,,,,,,,,61290
29/01/2021,Tamil Nadu,66918,3280,822,66918,0,26589,40326,3,1331,65587,,,,,,,,,,,,66918
30/01/2021,Tamil Nadu,76934,3505,831,76934,0,30095,46835,4,1495,75439,,,,,,,,,,,,76934
31/01/2021,Tamil Nadu,77809,3812,876,77809,0,30421,47384,4,1505,76304,,,,,,,,,,,,77809
01/02/2021,Tamil Nadu,85002,4235,977,85002,0,33125,51872,5,1606,83396,,,,,,,,,,,,85002
02/02/2021,Tamil Nadu,91094,4813,1118,91094,0,35237,55848,9,1698,89396,,,,,,,,,,,,91094
03/02/2021,Tamil Nadu,98750,5656,1299,98750,0,37955,60786,9,1849,96901,,,,,,,,,,,,98750
04/02/2021,Tamil Nadu,107904,6503,1376,107904,0,41292,66602,10,1966,105938,,,,,,,,,,,,107904
05/02/2021,Tamil Nadu,116857,7213,1424,116857,0,44626,72221,10,2076,114781,,,,,,,,,,,,116857
06/02/2021,Tamil Nadu,126381,7579,1442,126381,0,48140,78231,10,2311,124070,,,,,,,,,,,,126381
07/02/2021,Tamil Nadu,127289,8007,1478,127289,0,48498,78781,10,2311,124978,,,,,,,,,,,,127289
08/02/2021,Tamil Nadu,139024,8838,1536,139024,0,53116,85898,10,2815,136209,,,,,,,,,,,,139024
09/02/2021,Tamil Nadu,150915,9608,1558,150915,0,58479,92426,10,2913,148002,,,,,,,,,,,,150915
10/02/2021,Tamil Nadu,162412,10408,1582,162412,0,63699,98700,13,3016,159396,,,,,,,,,,,,162412
11/02/2021,Tamil Nadu,173368,11199,1610,173368,0,68191,105160,17,3098,170270,,,,,,,,,,,,173368
12/02/2021,Tamil Nadu,184565,12035,1620,184565,0,72869,111679,17,3178,181387,,,,,,,,,,,,184565
13/02/2021,Tamil Nadu,195870,12436,1632,195203,667,78068,117117,18,3379,191824,,,,,,,,,,,,195203
14/02/2021,Tamil Nadu,196467,12924,1638,195796,671,78339,117439,18,3379,192417,,,,,,,,,,,,195796
15/02/2021,Tamil Nadu,205097,13699,1660,203921,1176,81876,122027,18,3566,200355,,,,,,,,,,,,203921
16/02/2021,Tamil Nadu,215964,14633,1680,213823,2141,86510,127295,18,3673,210150,,,,,,,,,,,,213823
17/02/2021,Tamil Nadu,227737,15444,1705,224158,3579,91552,132587,19,3812,220346,,,,,,,,,,,,224158
18/02/2021,Tamil Nadu,234412,16283,1718,228388,6024,93924,134445,19,3805,224583,,,,,,,,,,,,228388
19/02/2021,Tamil Nadu,256388,17079,1759,246203,10185,101610,144574,19,4198,242005,,,,,,,,,,,,246203
20/02/2021,Tamil Nadu,269873,17628,1825,255918,13955,106312,149587,19,4417,251501,,,,,,,,,,,,255918
21/02/2021,Tamil Nadu,270487,18094,1825,256365,14122,106459,149887,19,4421,251944,,,,,,,,,,,,256365
22/02/2021,Tamil Nadu,280847,18914,1841,262213,18634,109222,152972,19,4579,257634,,,,,,,,,,,,262213
23/02/2021,Tamil Nadu,291582,19920,1848,268486,23096,112212,156254,20,4696,263790,,,,,,,,,,,,268486
24/02/2021,Tamil Nadu,300604,20826,1860,273618,26986,114927,158671,20,4813,268805,,,,,,,,,,,,273618
25/02/2021,Tamil Nadu,308895,21807,1874,278432,30463,117487,160925,20,4975,273457,,,,,,,,,,,,278432
26/02/2021,Tamil Nadu,319966,22357,1884,284640,35326,120753,163867,20,5222,279418,,,,,,,,,,,,284640
27/02/2021,Tamil Nadu,319966,22357,1884,284640,35326,120753,163867,20,5222,279418,,,,,,,,,,,,284640
28/02/2021,Tamil Nadu,319966,22783,1933,284640,35326,120753,163867,20,5222,279418,,,,,,,,,,,,284640
01/03/2021,Tamil Nadu,319966,26394,2544,284640,35326,120753,163867,20,5222,279418,,,,,,,,,,,,284640
02/03/2021,Tamil Nadu,357600,33022,2635,315543,42057,137641,177871,31,5886,309657,,,,,,,,,,,,315543
03/03/2021,Tamil Nadu,400506,46886,2788,353429,47077,157561,195834,34,6745,346684,,,,,,,,,,,,353429
04/03/2021,Tamil Nadu,455609,53106,2864,404222,51387,182650,221534,38,7946,396276,,,,,,,,,,,,404222
05/03/2021,Tamil Nadu,532154,57741,2946,474441,57713,217754,256643,44,9590,464851,,,,,,,,,,,,474441
06/03/2021,Tamil Nadu,619615,64212,3033,554443,65172,258536,295856,51,11737,542706,,,,,,,,,,,,554443
07/03/2021,Tamil Nadu,646341,66142,3057,579008,67333,270919,308034,55,12594,566414,,,,,,,,,,,,579008
08/03/2021,Tamil Nadu,732192,68867,3104,658443,73749,310214,348156,73,14584,643859,,,,,,,,,,,,658443
09/03/2021,Tamil Nadu,733464,247330,1665,651487,81977,345989,387396,79,16381,717029,,,,,,,,,,,,733464
10/03/2021,Tamil Nadu,820208,253320,1732,729539,90669,388583,431539,86,18645,801509,,,,,,,,,,,,820208
11/03/2021,Tamil Nadu,905294,377100,2941,805176,100118,431332,473866,96,21190,884041,,,,,,,,,,,,905294
12/03/2021,Tamil Nadu,996547,409140,3251,887006,109541,475299,521143,105,23812,972671,,,,,,,,,,,,996547
13/03/2021,Tamil Nadu,1086617,411600,3286,967045,119572,519700,566807,110,27158,1059395,,,,,,,,,,,,1086617
14/03/2021,Tamil Nadu,1108284,255500,1826,987144,121140,531030,577143,111,28210,1080010,,,,,,,,,,,,1108284
15/03/2021,Tamil Nadu,1205503,418460,3345,1075960,129543,579341,626045,117,32244,1173195,,,,,,,,,,,,1205503
16/03/2021,Tamil Nadu,1423843,423030,3437,1282816,141027,620171,662519,126,40810,1383033,,73,,,,322414,540610,418950,,,,1282816
17/03/2021,Tamil Nadu,1581558,444380,3573,1429800,151758,697116,732543,141,53377,1528181,,76,,,,337968,596277,494681,,,,1429800
18/03/2021,Tamil Nadu,1695339,461790,3653,1533516,161823,751309,782055,152,68471,1626868,,77,,,,352791,641931,537882,,,,1533516
19/03/2021,Tamil Nadu,1814949,500350,3899,1642080,172869,807514,834405,161,89414,1725535,,78,,,,368572,691503,581071,,,,1642080
20/03/2021,Tamil Nadu,1941168,543740,4310,1757406,183762,866260,890975,171,119795,1821373,,78,,,,386626,745519,624307,,,,1757406
21/03/2021,Tamil Nadu,1988556,408710,3120,1801246,187310,888940,912132,174,138934,1849622,,78,,,,394846,767452,637988,,,,1801246
22/03/2021,Tamil Nadu,2085366,579005,4594,1889774,195592,935356,954239,179,168271,1917095,,82,,,,407952,806084,674759,,,,1889774
23/03/2021,Tamil Nadu,2217917,583120,4630,2011826,206091,999552,1012083,191,217158,2000759,,82,,,,429721,861452,719630,,,,2011826
24/03/2021,Tamil Nadu,2317475,590990,4676,2105533,211942,1049036,1056302,195,258964,2058511,,83,,,,444533,903357,756597,,,,2105533
25/03/2021,Tamil Nadu,2422220,602240,4783,2204055,218165,1100794,1103055,206,295526,2126694,,83,,,,459325,947779,795893,,,,2204055
26/03/2021,Tamil Nadu,2527792,617041,4885,2302650,225142,1152730,1149696,224,322886,2204906,,83,,,,475284,994093,832176,,,,2302650
27/03/2021,Tamil Nadu,2632190,605970,4792,2401267,230923,1203922,1197107,238,345673,2286517,,84,,,,492512,1042225,865414,,,,2401267
28/03/2021,Tamil Nadu,2653179,543590,3811,2421436,231743,1214411,1206786,239,350269,2302910,,84,,,,495841,1052585,871891,,,,2421436
29/03/2021,Tamil Nadu,2748044,669210,4938,2509568,238476,1258748,1250570,250,366211,2381833,,84,,,,508103,1092063,908271,,,,2509568
30/03/2021,Tamil Nadu,2829551,648260,4922,2583284,246267,1295951,1287074,259,378779,2450772,,84,,,,519616,1125509,937014,,,,2583284
31/03/2021,Tamil Nadu,2905435,657690,4946,2650411,255024,1329998,1320150,263,390439,2514996,,85,,,,529975,1155390,963878,,,,2650411
01/04/2021,Tamil Nadu,2965312,596320,4468,2703180,262132,1357225,1345688,267,398362,2566950,,85,,,,537339,1181454,983213,,,,2703180
02/04/2021,Tamil Nadu,3046904,597370,4523,2774534,272370,1393809,1380453,272,410098,2636806,,85,,,,547546,1217971,1007821,,,,2774534
03/04/2021,Tamil Nadu,3101889,588890,4462,2821427,280462,1418172,1402974,281,417195,2684694,,85,,,,554007,1242126,1024090,,,,2821427
04/04/2021,Tamil Nadu,3141884,550710,4079,2855222,286662,1435695,1419242,285,423427,2718457,,85,,,,557695,1260859,1035458,,,,2855222
05/04/2021,Tamil Nadu,3187087,625230,4692,2892174,294913,1454548,1437337,289,429313,2757774,,85,,,,558032,1281579,1051351,,,,2892174
06/04/2021,Tamil Nadu,3219359,606290,4595,2918808,300551,1468052,1450465,291,434314,2785045,,85,,,,558301,1297088,1062207,,,,2918808
07/04/2021,Tamil Nadu,3280537,636020,4829,2967647,312890,1492854,1474497,296,443519,2837018,,86,,,,558714,1324370,1083351,,,,2967647
08/04/2021,Tamil Nadu,3400924,639010,4932,3061151,339773,1540934,1519910,307,459339,2941585,,86,,,,559387,1374899,1125652,,,,3061151
09/04/2021,Tamil Nadu,3532446,661150,5057,3166812,365634,1598360,1568125,327,475882,3056564,,87,,,,561815,1435320,1168465,,,,3166812
10/04/2021,Tamil Nadu,3665295,628960,4861,3274164,391131,1657055,1616775,334,492256,3173039,,88,,,,564030,1500643,1208278,,,,3274164
11/04/2021,Tamil Nadu,3714682,617770,4769,3316055,398627,1680666,1635052,337,500185,3214497,,89,,,,564869,1526893,1223081,,,,3316055
12/04/2021,Tamil Nadu,3880228,654291,5133,3449290,430938,1753902,1695027,361,517200,3363028,,89,,,,568091,1605441,1274549,,,,3449290
13/04/2021,Tamil Nadu,4019326,660880,5169,3565954,453372,1821956,1743614,384,532413,3486913,,90,,,,571908,1676744,1316094,,,,3565954
14/04/2021,Tamil Nadu,4110125,648770,5096,3641043,469082,1866609,1774045,389,542671,3567454,,90,,,,574452,1722775,1342605,,,,3641043
15/04/2021,Tamil Nadu,4315785,673000,5229,3801731,514054,1953686,1847635,410,563954,3751831,,91,,,,578668,1816091,1405758,,,,3801731
16/04/2021,Tamil Nadu,4528836,664911,5249,3966587,562249,2043812,1922344,431,590463,3938373,,95,,,,584458,1914345,1466567,,,,3966587
