date,TT,AN,AP,AR,AS,BR,CH,CT,DATEYMD,DD,DL,DN,GA,GJ,HP,HR,JH,JK,KA,KL,LA,LD,MH,ML,MN,MP,MZ,NL,OR,PB,PY,RJ,SK,TG,TN,TR,UN,UP,UT,WB,
23-Jul-21,39501,0,1747,480,1621,85,1,118,2021-07-23,0,58,6,73,36,87,39,39,63,1705,17518,5,10,6753,558,1284,11,847,92,1917,68,98,33,257,643,1830,509,0,57,11,842,
24-Jul-21,40286,0,2174,515,1595,75,5,156,2021-07-24,0,66,7,144,39,130,13,33,88,1857,18531,7,17,6269,693,1198,6,653,124,1864,83,126,27,225,647,1819,299,0,38,33,730,
25-Jul-21,38179,4,2252,164,1054,81,5,130,2021-07-25,0,66,0,75,30,44,22,28,166,1001,17466,4,2,6843,597,1207,12,938,68,1833,53,104,20,337,494,1808,408,0,6,51,806,
26-Jul-21,30820,1,1627,490,1528,58,4,192,2021-07-26,0,39,0,90,31,139,31,37,102,1606,11586,9,12,4877,569,989,6,1369,54,1637,46,86,18,179,638,1785,224,0,50,54,657,
27-Jul-21,42971,0,1540,443,1436,68,7,128,2021-07-27,0,77,2,148,30,183,26,39,107,1501,22129,5,8,6258,710,1165,11,1118,110,1629,42,113,15,277,645,1767,458,0,18,96,662,
28-Jul-21,43165,1,2010,342,1276,76,5,164,2021-07-28,0,67,3,81,28,116,32,27,160,1531,22056,6,6,6857,541,1003,11,727,114,1703,65,97,30,240,657,1756,415,0,87,60,815,
29-Jul-21,44671,3,2107,335,1299,46,5,130,2021-07-29,0,51,1,90,27,229,30,56,181,2052,22064,4,7,7242,731,1000,18,1100,67,1615,58,98,17,276,623,1859,376,0,60,48,766,
30-Jul-21,41499,1,2068,379,1179,72,4,125,2021-07-30,0,63,1,152,21,146,26,32,137,1890,20772,4,16,6600,569,874,10,774,60,1558,48,90,28,179,614,1947,271,0,37,41,711,
31-Jul-21,41943,2,2058,266,989,44,1,102,2021-07-31,0,58,6,94,27,153,29,36,118,1987,20624,10,11,6959,686,801,22,893,159,1578,51,100,17,237,621,1986,302,0,31,116,769,
01-Aug-21,40629,2,2287,138,784,45,1,214,2021-08-01,0,85,0,59,23,134,29,27,145,1875,20728,2,6,6479,589,832,17,861,73,1437,26,90,10,206,455,1990,222,0,35,22,701,
02-Aug-21,30085,0,1546,305,1275,37,6,236,2021-08-02,0,51,0,90,22,208,14,23,118,1285,13984,5,12,4869,350,541,17,438,59,1032,32,54,27,126,591,1957,139,0,24,37,575,
03-Aug-21,42530,1,1546,319,1182,60,5,142,2021-08-03,0,50,1,101,17,220,26,23,140,1674,23676,20,19,6005,556,753,18,748,68,1129,42,73,11,245,609,1908,304,0,62,48,729,
04-Aug-21,42797,1,2442,319,1065,46,0,135,2021-08-04,0,67,1,110,15,243,27,30,149,1769,22414,0,5,6126,521,765,28,884,145,1315,62,120,18,217,623,1949,262,0,61,37,826,
05-Aug-21,45005,0,2145,238,1067,44,1,114,2021-08-05,0,61,0,102,24,256,18,28,128,1785,22040,4,4,9026,576,757,11,1088,118,1342,38,81,40,184,582,1997,244,0,26,24,812,
06-Aug-21,38705,0,2209,227,975,55,4,109,2021-08-06,0,44,0,97,23,256,15,32,144,1805,19948,9,8,5539,515,742,18,725,110,1208,61,88,20,126,577,1985,245,0,40,29,717,
07-Aug-21,39068,3,1908,248,986,36,4,120,2021-08-07,0,72,0,109,19,356,18,37,142,1610,20367,7,4,6061,524,699,13,722,106,1096,63,102,19,94,569,1969,171,0,27,38,749,
08-Aug-21,36036,2,2050,154,568,34,4,76,2021-08-08,0,66,1,69,25,187,19,19,122,1598,18607,8,2,5508,540,736,10,709,77,1243,54,79,15,114,449,1956,186,0,56,18,675,
09-Aug-21,27428,0,1413,302,1120,43,6,90,2021-08-09,0,39,0,61,19,310,12,14,108,1186,13049,7,8,4505,187,467,10,281,81,886,32,63,13,48,453,1929,77,0,21,31,557,
10-Aug-21,38376,2,1461,233,929,44,8,112,2021-08-10,0,52,1,141,21,419,23,34,113,1338,21119,7,6,5609,411,633,10,937,102,1041,59,101,11,110,494,1893,205,0,19,39,639,
11-Aug-21,41574,0,1869,188,886,47,5,83,2021-08-11,0,37,0,103,16,374,16,14,114,1826,23500,0,3,5560,463,606,10,863,64,1078,105,114,19,157,482,1964,244,0,24,40,700,
